location_name,snapshot,AOI_area_sqkm,AOI_area_covered_sqkm,AOI_area_covered_perc,Perc_area_covered_by_feature,N_features_in_img,Image_resolution,Number_of_img_tiles_downloaded,Stitched_img_width,Stitched_img_height,Total_downloaded_imagery_MB,Stitched_img_file_size_MB,Geotiff_img_file_size_MB
Chortkiv,mar_2020_29,146.6349501,13.10821225,0.089393506,0.089,1,0.5,218,7029,15408,6.594517708,56.2456255,6.978586197
Chortkiv,may_2020_01,146.6349501,35.67743227,0.243307835,"0.243,0.000",2,0.5,148,29362,17232,13.82087708,132.0670261,17.08462811
Chortkiv,sep_2020_25,146.6349501,62.3324435,0.425085857,0.425,1,0.5,174,22122,17633,38.81886292,319.5023565,42.25037289
Chortkiv,mar_2021_06,146.6349501,14.90301806,0.101633465,0.102,1,0.5,167,6233,16629,9.608625412,75.84531212,10.55963802
Chortkiv,mar_2021_24,146.6349501,8.500048818,0.057967414,0.058,1,0.3,337,7539,22205,5.486450195,53.9670248,5.468793869
Kozyatyn,feb_2019_21,126.1993963,10.74677492,0.085157102,0.085,1,0.5,240,4760,18771,4.291049004,37.96040535,4.507982254
Kozyatyn,may_2021_11,126.1993963,126.1993963,1,1,1,0.5,161,24605,31614,37.67480755,342.8991833,40.36588287
Kovel,feb_2021_01,131.1388675,59.85409945,0.456417694,0.456,1,0.5,228,11913,29089,30.19859123,233.5913715,32.74252987
Kovel,feb_2021_23,131.1388675,112.8652227,0.860654243,0.861,1,0.5,126,19216,30619,84.73944759,642.4199982,93.12865067
Kovel,may_2022_18,131.1388675,124.4042361,0.948645039,0.949,1,0.3,272,40994,45935,149.4798021,1209.746241,159.6836128
Kovel,mar_2019_20,131.1388675,131.1388675,1,1,1,0.5,154,24596,30619,68.83704662,608.2629929,74.73458385
Melitopol,jul_2019_05,273.7874768,217.5948862,0.79475836,0.795,1,0.5,191,35240,30073,108.9767694,1030.420655,117.0715799
Melitopol,oct_2019_17,273.7874768,273.4284939,0.998688826,"0.934,0.065",2,0.5,235,38644,45137,161.7261009,1411.084285,177.2110491
Melitopol,mar_2020_13,273.7874768,235.5447535,0.860319677,"0.769,0.092",2,0.3,437,55959,58487,285.4666615,2350.748528,300.628067
Melitopol,apr_2020_10,273.7874768,204.6741536,0.747565798,0.748,1,0.4,366,32554,56422,173.547164,1496.914008,186.2090187
Melitopol,may_2020_10,273.7874768,153.5939304,0.560996917,0.561,1,0.4,313,27303,56422,56.81533432,539.6699543,57.47706413
Melitopol,may_2020_16,273.7874768,193.8298294,0.707957251,0.708,1,0.5,172,26045,45975,91.68594837,774.7712955,98.03372765
Melitopol,mar_2021_04,273.7874768,262.9707705,0.960492326,0.96,1,0.5,215,38623,38440,75.37147903,672.999486,80.59717464
Melitopol,mar_2021_07,273.7874768,60.91019006,0.222472521,0.222,1,0.4,126,13639,39690,29.61053181,264.938015,31.21549892
Melitopol,apr_2021_23,273.7874768,268.7793952,0.981708142,"0.940,0.042",2,0.5,236,38633,41788,110.4593983,1009.964846,118.2509804
Melitopol,jul_2021_14,273.7874768,104.7315019,0.38252846,0.383,1,0.3,212,41926,37579,143.7341661,1140.699515,153.0588865
Melitopol,mar_2022_24,273.7874768,232.3550556,0.848669407,0.849,1,0.3,413,57362,59882,355.0287695,2722.237745,380.3267565
Melitopol,apr_2022_06,273.7874768,58.92721261,0.215229759,0.215,1,0.3,159,35614,25045,83.74666023,678.142581,89.81086445
Melitopol,feb_2019_19,273.7874768,235.8909607,0.861584187,0.862,1,0.5,217,36925,32582,125.0684624,1054.759839,133.8515091
Melitopol,mar_2022_20,273.7874768,244.776968,0.894040045,0.894,1,0.5,198,34417,35929,107.4811716,962.8613825,114.9142513
Melitopol,jun_2022_01,273.7874768,221.9808856,0.810778083,"0.808,0.002",2,0.41,397,40946,42795,207.4558458,1746.607617,222.4697571
Melitopol,jun_2022_02,273.7874768,113.6348502,0.415047655,"0.415,0.000",2,0.35,232,35944,35793,123.2489309,1112.508739,132.7009792
Melitopol,jul_2022_27,273.7874768,271.0387604,0.989960401,0.99,1,0.45,487,42941,51083,113.500865,1034.37757,123.7712898
Melitopol,jul_2022_31,273.7874768,151.2692861,0.552506228,0.553,1,0.5,161,38647,30948,105.3502178,837.4738255,116.0885172
Melitopol,aug_2022_02,273.7874768,97.03639911,0.354422343,0.354,1,0.5,206,23059,22548,45.62202644,376.547637,48.98530293
Melitopol,aug_2022_07,273.7874768,45.02786643,0.164462842,0.164,1,0.45,176,17228,19017,31.05203056,285.0408068,33.6855669
Berdychiv,feb_2019_21,58.47791403,58.47791403,1,1,1,0.5,188,17384,21647,22.49194241,199.0550423,23.4645462
